SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,PLAYER_ID,SEASON
22020,1630173,0022000347,"FEB 05, 2021",MIA vs. WAS,W,20,2,8,0.25,0,0,0.0,0,0,0.0,0,1,1,0,1,0,2,3,4,-2,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000331,"FEB 03, 2021",MIA vs. WAS,L,13,2,4,0.5,0,0,0.0,3,6,0.5,0,4,4,0,2,0,0,0,7,-5,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000314,"FEB 01, 2021",MIA vs. CHA,L,14,1,3,0.333,0,0,0.0,2,4,0.5,1,2,3,0,0,2,0,1,4,-6,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000301,"JAN 30, 2021",MIA vs. SAC,W,12,3,4,0.75,0,0,0.0,0,0,0.0,2,0,2,0,0,0,1,0,6,-1,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000285,"JAN 28, 2021",MIA vs. LAC,L,13,4,4,1.0,0,0,0.0,2,5,0.4,2,3,5,0,0,0,0,1,10,-1,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000275,"JAN 27, 2021",MIA vs. DEN,L,20,4,8,0.5,0,0,0.0,2,2,1.0,1,5,6,3,2,3,1,2,10,-3,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000260,"JAN 25, 2021",MIA @ BKN,L,13,2,4,0.5,0,0,0.0,0,0,0.0,0,4,4,1,1,1,2,2,4,-10,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000244,"JAN 23, 2021",MIA @ BKN,L,10,1,1,1.0,0,0,0.0,5,6,0.833,1,1,2,0,0,0,1,3,7,-8,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000234,"JAN 22, 2021",MIA @ TOR,L,12,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,1,1,2,2,1,4,-17,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000220,"JAN 20, 2021",MIA @ TOR,W,14,2,3,0.667,0,0,0.0,0,2,0.0,1,3,4,0,1,1,0,0,4,7,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000206,"JAN 18, 2021",MIA vs. DET,W,13,4,5,0.8,0,0,0.0,0,2,0.0,2,3,5,0,0,0,0,5,8,-1,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000192,"JAN 16, 2021",MIA vs. DET,L,11,1,3,0.333,0,0,0.0,3,4,0.75,1,3,4,0,0,0,0,1,5,-6,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000174,"JAN 14, 2021",MIA @ PHI,L,27,4,6,0.667,0,0,0.0,2,6,0.333,5,6,11,2,0,0,2,1,10,-18,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000157,"JAN 12, 2021",MIA @ PHI,L,36,7,10,0.7,0,0,0.0,3,4,0.75,6,7,13,3,0,1,3,4,17,-6,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000136,"JAN 09, 2021",MIA @ WAS,W,13,3,4,0.75,0,0,0.0,1,1,1.0,0,2,2,0,0,0,2,4,7,5,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000111,"JAN 06, 2021",MIA vs. BOS,L,14,2,5,0.4,0,0,0.0,2,2,1.0,3,2,5,3,0,1,1,1,6,7,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000096,"JAN 04, 2021",MIA vs. OKC,W,20,2,5,0.4,0,0,0.0,2,5,0.4,2,5,7,0,1,0,1,3,6,3,1,Precious Achiuwa,1630173,2020-21
